ID	Type	Name	Value
664.JP	-	スピードの指輪	0
664.EN	-	speed ring	0
663.JP	-	モンスターハート	0
663.EN	-	monster heart	0
662.JP	-	マジックフルーツ	0
662.EN	-	magic fruit	0
661.JP	-	《ダル=イ=サリオン》	0
661.EN	-	<Dal-i-thalion>	0
660.JP	spellbook	暗黒の矢の魔法書	0
660.EN	spellbook	darkness arrow	0
659.JP	-	パーティション	0
659.EN	-	partition	0
658.JP	-	提灯	0
658.EN	-	chochin	0
657.JP	-	東洋の窓	0
657.EN	-	eastern window	0
656.JP	-	灯篭	0
656.EN	-	eastern lamp	0
655.JP	-	英雄チーズ	0
655.EN	-	hero cheese	0
654.JP	-	ダブルベッド	0
654.EN	-	double bed	0
653.JP	-	廃品	0
653.EN	-	junk	0
652.JP	-	シンク	0
652.EN	-	sink	0
651.JP	-	名工食器棚	0
651.EN	-	craft cupboard	0
650.JP	-	トイレ	0
650.EN	-	toilet	0
649.JP	-	フェンス付き花壇	0
649.EN	-	flowerbed	0
648.JP	-	ソファー	0
648.EN	-	sofa	0
647.JP	-	黒板	0
647.EN	-	black board	0
646.JP	-	メニューボード	0
646.EN	-	menu board	0
645.JP	-	王様箪笥	0
645.EN	-	king drawer	0
644.JP	-	カーテン付きの窓	0
644.EN	-	decorated window	0
643.JP	-	布団	0
643.EN	-	eastern bed	0
642.JP	-	米俵	0
642.EN	-	rice barrel	0
641.JP	-	クーラーボックス	0
641.EN	-	cooler box	0
640.JP	-	ユニコーンの角	0
640.EN	-	unicorn horn	0
639.JP	-	幸運のリンゴ	0
639.EN	-	happy apple	0
638.JP	scroll	脱出の巻物	0
638.EN	scroll	escape	0
637.JP	-	スケルトンキー	0
637.EN	-	skeleton key	0
636.JP	-	ロックピック	0
636.EN	-	lockpick	0
635.JP	-	地雷	0
635.EN	-	mine	0
634.JP	-	紐	0
634.EN	-	leash	0
633.JP	-	ギャルのパンティー	0
633.EN	-	panty	0
632.JP	-	羽の生えた巻物	0
632.EN	-	flying scroll	0
631.JP	-	ムーンゲート	0
631.EN	-	moon gate	0
630.JP	-	素材槌	0
630.EN	-	material kit	0
629.JP	-	変装セット	0
629.EN	-	disguise set	0
628.JP	spellbook	インコグニートの魔法書	0
628.EN	spellbook	incognito	0
627.JP	-	《賢者の兜》	0
627.EN	-	<Sage's Helm>	0
626.JP	bottle	ヘルメスの血	0
626.EN	bottle	hermes blood	0
625.JP	-	鳥居	0
625.EN	-	shrine gate	0
624.JP	-	お嬢様の日記	0
624.EN	-	girl's diary	0
623.JP	-	妹の秘密の日記	0
623.EN	-	cat sister's diary	0
622.JP	-	小さなメダル	0
622.EN	-	small medal	0
621.JP	-	宝の地図	0
621.EN	-	treasure map	0
620.JP	-	媚薬	0
620.EN	-	love potion	0
619.JP	-	-	0
619.EN	-	-	0
618.JP	-	-	0
618.EN	-	-	0
617.JP	-	-	0
617.EN	-	bait	0
616.JP	-	徴税士の納税箱	0
616.EN	-	tax master's tax box	0
615.JP	-	請求書	0
615.EN	-	bill	0
614.JP	-	フラワーアーチ	0
614.EN	-	flower arch	0
613.JP	-	王様ベッド	0
613.EN	-	king's bed	0
612.JP	-	アットホームな窓	0
612.EN	-	nice window	0
611.JP	-	ハウスボード	0
611.EN	-	house board	0
610.JP	-	三角木	0
610.EN	-	triangle plant	0
609.JP	-	窓	0
609.EN	-	window	0
608.JP	-	格子窓	0
608.EN	-	square window	0
607.JP	-	巨大サボテン	0
607.EN	-	giant cactus	0
606.JP	-	バーベキューセット	0
606.EN	-	barbecue set	0
605.JP	-	パキラ	0
605.EN	-	money tree	0
604.JP	-	目に優しい植物	0
604.EN	-	green plant	0
603.JP	-	ボスチェア	0
603.EN	-	president's chair	0
602.JP	-	聖なる井戸	0
602.EN	-	holy well	0
601.JP	-	空き瓶	0
601.EN	-	empty bottle	0
600.JP	-	巨人の足枷	0
600.EN	-	giant's shackle	0
599.JP	-	クリスマスツリー	0
599.EN	-	christmas tree	0
598.JP	-	スノーマン(荷車)	0
598.EN	-	snow man	0
597.JP	-	直送クリスマスツリー(荷車)	0
597.EN	-	christmas tree	0
596.JP	-	ステンドグラス	0
596.EN	-	stained glass window	0
595.JP	-	扇形の柱	0
595.EN	-	pillar	0
594.JP	statue	聖なる十字架	0
594.EN	statue	holy cross	0
593.JP	-	雪をかぶったモダンな街灯	0
593.EN	-	modern lamp	0
592.JP	-	雪をかぶったタル	0
592.EN	-	snow barrel	0
591.JP	-	ミニ雪だるま	0
591.EN	-	mini snow man	0
590.JP	-	雪かかし	0
590.EN	-	snow scarecrow	0
589.JP	tree	モミの木	0
589.EN	tree	fir	0
588.JP	tree	葉の散った木	0
588.EN	tree	naked	0
587.JP	handful	雪	0
587.EN	handful	snow	0
586.JP	-	モダンな街灯	0
586.EN	-	modern lamp	0
585.JP	-	奇抜なランプ	0
585.EN	-	fancy lamp	0
584.JP	-	キャンドル	0
584.EN	-	candle	0
583.JP	-	松明	0
583.EN	-	torch	0
582.JP	spellbook	扉生成の魔法書	0
582.EN	spellbook	make door	0
581.JP	rod	扉生成の杖	0
581.EN	rod	make door	0
580.JP	-	普通の棚	0
580.EN	-	modern rack	0
579.JP	-	冷蔵庫	0
579.EN	-	freezer	0
578.JP	-	貯金箱	0
578.EN	-	kitty bank	0
577.JP	-	火炎瓶	0
577.EN	-	molotov	0
576.JP	-	ムービーディスク	0
576.EN	-	playback disc	0
575.JP	-	フン	0
575.EN	-	shit	0
574.JP	bottle	乳	0
574.EN	bottle	milk	0
573.JP	-	卵	0
573.EN	-	egg	0
572.JP	deed	牧場の権利書	0
572.EN	deed	ranch	0
571.JP	-	干し肉	0
571.EN	-	jerky	0
570.JP	rod	炎の壁の杖	0
570.EN	rod	fire wall	0
569.JP	spellbook	炎の壁の魔法書	0
569.EN	spellbook	fire wall	0
568.JP	-	耐冷ブランケット	0
568.EN	-	coldproof blanket	0
567.JP	-	耐火ブランケット	0
567.EN	-	fireproof blanket	0
566.JP	-	耐酸性コーティング液	0
566.EN	-	acidproof liquid	0
565.JP	rod	酸の滴る杖	0
565.EN	rod	acid ground	0
564.JP	spellbook	酸の海の魔法書	0
564.EN	spellbook	acid ground	0
563.JP	-	学習書	0
563.EN	-	textbook	0
562.JP	-	レジスター	0
562.EN	-	register	0
561.JP	-	店の金庫	0
561.EN	-	shop strongbox	0
560.JP	-	主の納入箱	0
560.EN	-	master's delivery chest	0
559.JP	potion	エーテル抗体のポーション	0
559.EN	potion	cure corruption	0
558.JP	-	オーロラリング	0
558.EN	-	aurora ring	0
557.JP	-	ヴィンデールクローク	0
557.EN	-	vindale cloak	0
556.JP	-	セブンリーグブーツ	0
556.EN	-	seven league boots	0
555.JP	-	シェルター	0
555.EN	-	shelter	0
554.JP	-	魔法の木の種	0
554.EN	-	magical seed	0
553.JP	-	宝石の種	0
553.EN	-	gem seed	0
552.JP	-	羽	0
552.EN	-	feather	0
551.JP	rod	癒しの手の杖	0
551.EN	rod	healing hands	0
550.JP	spellbook	癒しの手の魔法書	0
550.EN	spellbook	healing hands	0
549.JP	scroll	治癒の雨の巻物	0
549.EN	scroll	healing rain	0
548.JP	spellbook	治癒の雨の魔法書	0
548.EN	spellbook	healing rain	0
547.JP	-	給料箱	0
547.EN	-	salary chest	0
546.JP	spellbook	壁生成の魔法書	0
546.EN	spellbook	wall creation	0
545.JP	rod	壁生成の杖	0
545.EN	rod	wall creation	0
544.JP	-	ディスク	0
544.EN	-	disc	0
543.JP	deed	倉庫の権利書	0
543.EN	deed	storage house	0
542.JP	deed	畑の権利書	0
542.EN	deed	farm	0
541.JP	-	雪だるま	0
541.EN	-	snow man	0
540.JP	-	黒水晶	0
540.EN	-	black crystal	0
539.JP	statue	猫の像	0
539.EN	statue	cat	0
538.JP	painting	絵画《ひまわり》	0
538.EN	painting	sunflower	0
537.JP	painting	絵画《風景》	0
537.EN	painting	landscape	0
536.JP	painting	絵画《マダム》	0
536.EN	painting	madam	0
535.JP	-	巨大なテーブル	0
535.EN	-	big table	0
534.JP	-	巨大な観葉植物	0
534.EN	-	giant foliage plant	0
533.JP	-	かまど	0
533.EN	-	stove	0
532.JP	-	暖炉	0
532.EN	-	fireplace	0
531.JP	-	溶鉱炉	0
531.EN	-	furnance	0
530.JP	tree	トネリコの木	0
530.EN	tree	ash	0
529.JP	tree	ヤシの木	0
529.EN	tree	palm	0
528.JP	tree	ケヤキの木	0
528.EN	tree	zelkova	0
527.JP	-	枯れ木	0
527.EN	-	dead tree	0
526.JP	tree	果実の木	0
526.EN	tree	fruits	0
525.JP	tree	果実のない木	0
525.EN	tree	fruitless	0
524.JP	tree	スギの木	0
524.EN	tree	cedar	0
523.JP	tree	ブナの木	0
523.EN	tree	beech	0
522.JP	deed	店の権利書	0
522.EN	deed	shop	0
521.JP	deed	博物館の権利書	0
521.EN	deed	museum	0
520.JP	-	翼	0
520.EN	-	wing	0
519.JP	bottle	染料	0
519.EN	bottle	dye	0
518.JP	rod	錬金術の杖	0
518.EN	rod	alchemy	0
517.JP	rod	変化の杖	0
517.EN	rod	change creature	0
516.JP	bottle	水	0
516.EN	bottle	water	0
515.JP	scroll	充填の巻物	0
515.EN	scroll	recharge	0
514.JP	-	《レールガン》	0
514.EN	-	<Rail Gun>	0
513.JP	-	光子弾	0
513.EN	-	energy cell	0
512.JP	-	光子銃	0
512.EN	-	laser gun	0
511.JP	deed	遺産相続の権利書	0
511.EN	deed	heirship	0
510.JP	-	形見のカバン	0
510.EN	-	heir trunk	0
509.JP	scroll	*防具強化*の巻物	0
509.EN	scroll	greater enchant armor	0
508.JP	scroll	防具強化の巻物	0
508.EN	scroll	enchant armor	0
507.JP	scroll	*武器強化*の巻物	0
507.EN	scroll	greater enchant weapon	0
506.JP	scroll	武器強化の巻物	0
506.EN	scroll	enchant weapon	0
505.JP	-	妹の日記	0
505.EN	-	little sister's diary	0
504.JP	-	カード	0
504.EN	-	card	0
503.JP	-	はく製	0
503.EN	-	figurine	0
502.JP	scroll	*素材変化*の巻物	0
502.EN	scroll	superior material	0
501.JP	scroll	素材変化の巻物	0
501.EN	scroll	change material	0
500.JP	scroll	劣悪素材の巻物	0
500.EN	scroll	inferior material	0
499.JP	-	サイバースナック	0
499.EN	-	cyber snack	0
498.JP	-	フライドポテト	0
498.EN	-	fried potato	0
497.JP	-	ポップコーン	0
497.EN	-	pop corn	0
496.JP	-	散弾銃	0
496.EN	-	shot gun	0
495.JP	-	ブランクディスク	0
495.EN	-	blank disc	0
494.JP	-	チップ	0
494.EN	-	chip	0
493.JP	-	トラッシュカン	0
493.EN	-	trash can	0
492.JP	-	ストレージ	0
492.EN	-	storage	0
491.JP	-	サーバー	0
491.EN	-	server	0
490.JP	-	レンジ	0
490.EN	-	microwave oven	0
489.JP	-	カメラ	0
489.EN	-	camera	0
488.JP	-	トレーニングマシーン	0
488.EN	-	training machine	0
487.JP	-	コンピューター	0
487.EN	-	computer	0
486.JP	-	電子機械	0
486.EN	-	machine	0
485.JP	rod	蜘蛛の巣の杖	0
485.EN	rod	web	0
484.JP	spellbook	蜘蛛の巣の魔法書	0
484.EN	spellbook	web	0
483.JP	-	クロスボウの矢束	0
483.EN	-	bolt	0
482.JP	-	機械弓	0
482.EN	-	crossbow	0
481.JP	spellbook	支配の魔法書	0
481.EN	spellbook	domination	0
480.JP	rod	支配の杖	0
480.EN	rod	domination	0
479.JP	scroll	援軍の巻物	0
479.EN	scroll	ally	0
478.JP	-	聴診器	0
478.EN	-	stethoscope	0
477.JP	-	結婚指輪	0
477.EN	-	engagement ring	0
476.JP	-	指輪	0
476.EN	-	ring	0
475.JP	-	指当て	0
475.EN	-	armored ring	0
474.JP	-	合金指輪	0
474.EN	-	composite ring	0
473.JP	-	結婚首輪	0
473.EN	-	engagement amulet	0
472.JP	-	細工首輪	0
472.EN	-	bejeweled amulet	0
471.JP	-	お守り	0
471.EN	-	charm	0
470.JP	-	首当て	0
470.EN	-	neck guard	0
469.JP	-	護符	0
469.EN	-	talisman	0
468.JP	-	ペリドット	0
468.EN	-	peridot	0
467.JP	-	合金兜	0
467.EN	-	composite helm	0
466.JP	-	兜	0
466.EN	-	helm	0
465.JP	-	騎士兜	0
465.EN	-	knight helm	0
464.JP	-	重兜	0
464.EN	-	heavy helm	0
463.JP	-	羽帽子	0
463.EN	-	feather hat	0
462.JP	-	外套	0
462.EN	-	cloak	0
461.JP	-	防護外套	0
461.EN	-	armored cloak	0
460.JP	-	重層腰当	0
460.EN	-	plate girdle	0
459.JP	-	合成腰当	0
459.EN	-	composite girdle	0
458.JP	-	装甲靴	0
458.EN	-	armored boots	0
457.JP	-	厚靴	0
457.EN	-	tight boots	0
456.JP	-	靴	0
456.EN	-	boots	0
455.JP	-	履物	0
455.EN	-	shoes	0
454.JP	-	重層盾	0
454.EN	-	tower shield	0
453.JP	-	長盾	0
453.EN	-	kite shield	0
452.JP	-	合成盾	0
452.EN	-	large shield	0
451.JP	-	盾	0
451.EN	-	shield	0
450.JP	-	丸型盾	0
450.EN	-	round shield	0
449.JP	-	小盾	0
449.EN	-	small shield	0
448.JP	-	合成篭手	0
448.EN	-	composite gauntlets	0
447.JP	-	軽手袋	0
447.EN	-	light gloves	0
446.JP	-	重層篭手	0
446.EN	-	plate gauntlets	0
445.JP	-	手袋	0
445.EN	-	gloves	0
444.JP	-	防弾服	0
444.EN	-	bulletproof jacket	0
443.JP	-	胴衣	0
443.EN	-	breast plate	0
442.JP	-	防護服	0
442.EN	-	coat	0
441.JP	-	軽鎧	0
441.EN	-	light mail	0
440.JP	-	法王衣	0
440.EN	-	pope robe	0
439.JP	-	綴り鎧	0
439.EN	-	chain mail	0
438.JP	-	合成鎧	0
438.EN	-	composite mail	0
437.JP	-	輪鎧	0
437.EN	-	ring mail	0
436.JP	-	重層鎧	0
436.EN	-	plate mail	0
435.JP	-	厚鎧	0
435.EN	-	banded mail	0
434.JP	spellbook	自己変容の魔法書	0
434.EN	spellbook	mutation	0
433.JP	potion	変異治療のポーション	0
433.EN	potion	cure mutation	0
432.JP	potion	突然変異のポーション	0
432.EN	potion	mutation	0
431.JP	scroll	信仰の巻物	0
431.EN	scroll	faith	0
430.JP	scroll	成長の巻物	0
430.EN	scroll	growth	0
429.JP	potion	失耐性のポーション	0
429.EN	potion	weaken resistance	0
428.JP	-	寝袋	0
428.EN	-	sleeping bag	0
427.JP	-	ストマフィリア	0
427.EN	-	stomafillia	0
426.JP	-	アルローニア	0
426.EN	-	alraunia	0
425.JP	-	キュラリア	0
425.EN	-	curaria	0
424.JP	-	スペンスウィード	0
424.EN	-	spenseweed	0
423.JP	-	マレイロン	0
423.EN	-	mareilon	0
422.JP	-	モージア	0
422.EN	-	morgia	0
421.JP	-	アーティファクトの種	0
421.EN	-	artifact seed	0
420.JP	-	謎の種	0
420.EN	-	unknown seed	0
419.JP	-	ハーブの種	0
419.EN	-	herb seed	0
418.JP	-	果物の種	0
418.EN	-	fruit seed	0
417.JP	-	野菜の種	0
417.EN	-	vegetable seed	0
416.JP	-	ガシャポンの玉(レア)	0
416.EN	-	rare treasure ball	0
415.JP	-	ガシャポンの玉	0
415.EN	-	treasure ball	0
414.JP	-	青のガシャポン	0
414.EN	-	blue treasure machine	0
413.JP	-	赤のガシャポン	0
413.EN	-	red treasure machine	0
412.JP	rod	解呪の杖	0
412.EN	rod	uncurse	0
411.JP	scroll	物質感知の巻物	0
411.EN	scroll	detect objects	0
410.JP	spellbook	物質感知の魔法書	0
410.EN	spellbook	detect objects	0
409.JP	-	浮き輪(荷車)	0
409.EN	-	inner tube	0
408.JP	-	貴族の玩具(荷車)	0
408.EN	-	noble toy	0
407.JP	-	銘酒セット(荷車)	0
407.EN	-	whisky	0
406.JP	-	ツナ(荷車)	0
406.EN	-	tuna fish	0
405.JP	-	墓(荷車)	0
405.EN	-	grave	0
404.JP	-	マンボー(荷車)	0
404.EN	-	manboo	0
403.JP	-	棺桶(荷車)	0
403.EN	-	coffin	0
402.JP	-	ロープ(荷車)	0
402.EN	-	rope	0
401.JP	-	装飾ピアノ(荷車)	0
401.EN	-	piano	0
400.JP	-	匠のタル(荷車)	0
400.EN	-	barrel	0
399.JP	-	特産ぬいぐるみ(荷車)	0
399.EN	-	rag doll	0
398.JP	scroll	知恵の巻物	0
398.EN	scroll	knowledge	0
397.JP	spellbook	知者の加護の魔法書	0
397.EN	spellbook	knowledge	0
396.JP	spellbook	ナイトメアの魔法書	0
396.EN	spellbook	nightmare	0
395.JP	scroll	マテリアル生成の巻物	0
395.EN	scroll	gain material	0
394.JP	-	素材箱	0
394.EN	-	material box	0
393.JP	-	宝石加工ツール	0
393.EN	-	gem cutter	0
392.JP	bottle	硫酸	0
392.EN	bottle	sulfuric	0
391.JP	rod	魔力の杖	0
391.EN	rod	mana	0
390.JP	scroll	魔力の巻物	0
390.EN	scroll	mana	0
389.JP	scroll	全浄化の巻物	0
389.EN	scroll	holy rain	0
388.JP	scroll	清浄なる光の巻物	0
388.EN	scroll	holy light	0
387.JP	spellbook	全浄化の魔法書	0
387.EN	spellbook	holy rain	0
386.JP	spellbook	清浄なる光の魔法書	0
386.EN	spellbook	holy light	0
385.JP	rod	浄化の杖	0
385.EN	rod	holy light	0
384.JP	scroll	ホーリーヴェイルの巻物	0
384.EN	scroll	holy veil	0
383.JP	spellbook	ホーリーヴェイルの魔法書	0
383.EN	spellbook	holy veil	0
382.JP	potion	脆弱のポーション	0
382.EN	potion	weakness	0
381.JP	spellbook	元素の傷跡の魔法書	0
381.EN	spellbook	elemental scar	0
380.JP	spellbook	脆弱の霧の魔法書	0
380.EN	spellbook	weakness	0
379.JP	potion	英雄気分のポーション	0
379.EN	potion	hero	0
378.JP	spellbook	英雄の魔法書	0
378.EN	spellbook	hero	0
377.JP	rod	加速の杖	0
377.EN	rod	speed	0
376.JP	potion	鈍足のポーション	0
376.EN	potion	slow	0
375.JP	potion	加速のポーション	0
375.EN	potion	speed	0
374.JP	spellbook	鈍足の魔法書	0
374.EN	spellbook	slow	0
373.JP	spellbook	加速の魔法書	0
373.EN	spellbook	speed	0
372.JP	potion	属性耐性のポーション	0
372.EN	potion	resistance	0
371.JP	spellbook	属性保護の魔法書	0
371.EN	spellbook	resistance	0
370.JP	potion	トロールの血	0
370.EN	potion	troll blood	0
369.JP	spellbook	リジェネレーションの魔法書	0
369.EN	spellbook	regeneration	0
368.JP	potion	沈黙のポーション	0
368.EN	potion	silence	0
367.JP	spellbook	沈黙の霧の魔法書	0
367.EN	spellbook	silence	0
366.JP	rod	沈黙の杖	0
366.EN	rod	silence	0
365.JP	spellbook	聖なる盾の魔法書	0
365.EN	spellbook	holy shield	0
364.JP	potion	防衛者のポーション	0
364.EN	potion	defender	0
363.JP	scroll	*解呪*の巻物	0
363.EN	scroll	vanish curse	0
362.JP	scroll	*鑑定*の巻物	0
362.EN	scroll	greater identify	0
361.JP	-	商人のカバン	0
361.EN	-	shopkeeper's trunk	0
360.JP	-	《パルミア・プライド》	0
360.EN	-	<Palmia Pride>	0
359.JP	-	《ランキス》	0
359.EN	-	<Rankis>	0
358.JP	-	《狂気の杖》	0
358.EN	-	<Staff of Insanity>	0
357.JP	-	《鋼鉄竜の指輪》	0
357.EN	-	<Ring of Steel Dragon>	0
356.JP	-	《ブラッドムーン》	0
356.EN	-	<Blood Moon>	0
355.JP	-	《火炎竜ヴェスダの篭手》	0
355.EN	-	<Gloves of Vesda>	0
354.JP	-	サンドボーラー	0
354.EN	-	sandborer	0
353.JP	-	カトラスフィッシュ	0
353.EN	-	cutlassfish	0
352.JP	-	ツナ	0
352.EN	-	tuna	0
351.JP	-	グローブフィッシュ	0
351.EN	-	globefish	0
350.JP	-	サーモン	0
350.EN	-	salmon	0
349.JP	-	シーブリーム	0
349.EN	-	seabream	0
348.JP	-	マンボー	0
348.EN	-	manboo	0
347.JP	-	フラットフィッシュ	0
347.EN	-	flatfish	0
346.JP	-	サーディン	0
346.EN	-	sardine	0
345.JP	-	ムーンフィッシュ	0
345.EN	-	moonfish	0
344.JP	-	権利書	0
344.EN	-	deed	0
343.JP	-	懐かしいルーン	0
343.EN	-	rune	0
342.JP	-	釣竿	0
342.EN	-	fishing pole	0
341.JP	-	骨片	0
341.EN	-	bone	0
340.JP	-	心臓	0
340.EN	-	heart	0
339.JP	-	瞳	0
339.EN	-	eye	0
338.JP	-	体液	0
338.EN	-	blood	0
337.JP	-	皮	0
337.EN	-	skin	0
336.JP	-	金の像	0
336.EN	-	golden statue	0
335.JP	-	金の飾台	0
335.EN	-	golden pedestal	0
334.JP	-	王座	0
334.EN	-	throne	0
333.JP	-	旅糧(荷車)	0
333.EN	-	traveler's food	0
332.JP	-	テーブル	0
332.EN	-	table	0
331.JP	-	ドレス	0
331.EN	-	dress	0
330.JP	-	切り株	0
330.EN	-	stump	0
329.JP	statue	十字架	0
329.EN	statue	cross	0
328.JP	-	アップライトピアノ	0
328.EN	-	upright piano	0
327.JP	-	長椅子	0
327.EN	-	wide chair	0
326.JP	-	シンプルな棚	0
326.EN	-	simple rack	0
325.JP	-	ふかふかのベッド	0
325.EN	-	comfortable bed	0
324.JP	-	神聖な祭壇	0
324.EN	-	sacred altar	0
323.JP	-	大きい食器棚	0
323.EN	-	big cupboard	0
322.JP	-	シンプルな鏡台	0
322.EN	-	simple dresser	0
321.JP	-	小奇麗な棚	0
321.EN	-	neat rack	0
320.JP	-	でこぼこした机	0
320.EN	-	cheap table	0
319.JP	-	簡易ベッド	0
319.EN	-	cheap bed	0
318.JP	-	古い本棚	0
318.EN	-	old bookshelf	0
317.JP	-	古い棚	0
317.EN	-	old shelf	0
316.JP	-	特大の観葉植物	0
316.EN	-	big foliage plant	0
315.JP	-	ダーツ	0
315.EN	-	darts board	0
314.JP	-	スロットマシーン	0
314.EN	-	slot machine	0
313.JP	-	カジノテーブル	0
313.EN	-	casino table	0
312.JP	-	パチスロマシーン	0
312.EN	-	pachisuro machine	0
311.JP	-	風呂	0
311.EN	-	bathtub	0
310.JP	-	清潔なベッド	0
310.EN	-	clean bed	0
309.JP	-	鏡台	0
309.EN	-	dresser	0
308.JP	-	簡易棚	0
308.EN	-	cheap rack	0
307.JP	-	落ち着くベッド	0
307.EN	-	soft bed	0
306.JP	-	フードプロセッサー	0
306.EN	-	food processor	0
305.JP	-	棺桶	0
305.EN	-	coffin	0
304.JP	-	粗末なベッド	0
304.EN	-	plain bed	0
303.JP	-	巨大なベッド	0
303.EN	-	giant bed	0
302.JP	chest	衣類箪笥	0
302.EN	chest	clothes	0
301.JP	-	大きな花束	0
301.EN	-	large bouquet	0
300.JP	-	高収納バーテーブル	0
300.EN	-	neat bar table	0
299.JP	-	高級ミラー	0
299.EN	-	high grade dresser	0
298.JP	-	高価な花瓶	0
298.EN	-	vase	0
297.JP	-	高級ベッド	0
297.EN	-	luxury bed	0
296.JP	-	お酒のキャビネット	0
296.EN	-	cabinet	0
295.JP	-	ぼろい机	0
295.EN	-	ragged table	0
294.JP	-	タオル	0
294.EN	-	towel	0
293.JP	rack	装飾品の棚	0
293.EN	rack	accessories	0
292.JP	rack	日用品の棚	0
292.EN	rack	good	0
291.JP	-	整備された武具	0
291.EN	-	well kept armor	0
290.JP	rod	願いの杖	0
290.EN	rod	wishing	0
289.JP	spellbook	願いの魔法書	0
289.EN	spellbook	wishing	0
288.JP	scroll	呪縛の巻物	0
288.EN	scroll	curse	0
287.JP	potion	潜在能力のポーション	0
287.EN	potion	potential	0
286.JP	potion	精神復活のポーション	0
286.EN	potion	restore spirit	0
285.JP	potion	肉体復活のポーション	0
285.EN	potion	restore body	0
284.JP	-	財布(落し物)	0
284.EN	-	wallet	0
283.JP	-	カバン(落し物)	0
283.EN	-	suitcase	0
282.JP	-	意味深な地図	0
282.EN	-	mysterious map	0
281.JP	-	浮き輪	0
281.EN	-	inner tube	0
280.JP	-	落ち着くテーブル	0
280.EN	-	comfortable table	0
279.JP	-	水桶	0
279.EN	-	water tub	0
278.JP	-	街灯	0
278.EN	-	street lamp	0
277.JP	-	折れた柱	0
277.EN	-	broken pillar	0
276.JP	-	長い柱	0
276.EN	-	long pillar	0
275.JP	-	ほうき	0
275.EN	-	broom	0
274.JP	-	かかし	0
274.EN	-	scarecrow	0
273.JP	-	薪	0
273.EN	-	fire wood	0
272.JP	spellbook	混沌の渦の魔法書	0
272.EN	spellbook	chaos ball	0
271.JP	spellbook	轟音の波動の魔法書	0
271.EN	spellbook	sound ball	0
270.JP	spellbook	灼熱の嵐の魔法書	0
270.EN	spellbook	fire ball	0
269.JP	spellbook	氷結の波動の魔法書	0
269.EN	spellbook	ice ball	0
268.JP	spellbook	マインドボルトの魔法書	0
268.EN	spellbook	illusion beam	0
267.JP	spellbook	ダークネスボルトの魔法書	0
267.EN	spellbook	darkness beam	0
266.JP	-	忍刀	0
266.EN	-	wakizashi	0
265.JP	spellbook	麻痺の矢の魔法書	0
265.EN	spellbook	nerve eye	0
264.JP	spellbook	混沌の瞳の魔法書	0
264.EN	spellbook	chaos eye	0
263.JP	spellbook	地獄の吐息の魔法書	0
263.EN	spellbook	nether eye	0
262.JP	-	毒薬	0
262.EN	-	poison	0
261.JP	-	はじけ魚	0
261.EN	-	bomb fish	0
260.JP	sack	小麦粉	0
260.EN	sack	flour	0
259.JP	-	生麺	0
259.EN	-	raw noodle	0
258.JP	-	スティックパン	0
258.EN	-	stick bread	0
257.JP	spellbook	魔法の矢の魔法書	0
257.EN	spellbook	magic arrow	0
256.JP	-	携帯調理道具	0
256.EN	-	portable cooking tool	0
255.JP	-	焚き火	0
255.EN	-	campfire	0
254.JP	-	ホーン	0
254.EN	-	horn	0
253.JP	bottle	ビア	0
253.EN	bottle	beer	0
252.JP	spellbook	ジュアの癒しの魔法書	0
252.EN	spellbook	cure <Jure>	0
251.JP	spellbook	エリスの癒しの魔法書	0
251.EN	spellbook	cure <Eris>	0
250.JP	spellbook	致命傷治癒の魔法書	0
250.EN	spellbook	cure critical wound	0
249.JP	spellbook	軽傷治癒の魔法書	0
249.EN	spellbook	cure minor wound	0
248.JP	spellbook	帰還の魔法書	0
248.EN	spellbook	return	0
247.JP	spellbook	神託の魔法書	0
247.EN	spellbook	oracle	0
246.JP	spellbook	魔法の地図の魔法書	0
246.EN	spellbook	magic mapping	0
245.JP	scroll	ショートテレポートの巻物	0
245.EN	scroll	minor teleportation	0
244.JP	scroll	不思議な巻物	0
244.EN	scroll	wonder	0
243.JP	scroll	能力獲得の巻物	0
243.EN	scroll	gain attribute	0
242.JP	scroll	魔法の地図	0
242.EN	scroll	magical map	0
241.JP	-	金庫	0
241.EN	-	safe	0
240.JP	-	宝箱	0
240.EN	-	chest	0
239.JP	-	宝石で飾られた宝箱	0
239.EN	-	bejeweled chest	0
238.JP	figurine	フィギア『伝説の剣』	0
238.EN	figurine	sword	0
237.JP	figurine	フィギア『狂戦士』	0
237.EN	figurine	warrior	0
236.JP	scroll	帰還の巻物	0
236.EN	scroll	return	0
235.JP	-	鉾槍	0
235.EN	-	halberd	0
234.JP	-	大斧	0
234.EN	-	bardish	0
233.JP	-	兵糧	0
233.EN	-	ration	0
232.JP	-	大剣	0
232.EN	-	claymore	0
231.JP	-	機関銃	0
231.EN	-	machine gun	0
230.JP	-	短弓	0
230.EN	-	short bow	0
229.JP	-	長棒	0
229.EN	-	long staff	0
228.JP	-	三叉槍	0
228.EN	-	trident	0
227.JP	-	大槌	0
227.EN	-	hammer	0
226.JP	-	戦斧	0
226.EN	-	battle axe	0
225.JP	-	海賊刀	0
225.EN	-	scimitar	0
224.JP	-	刀	0
224.EN	-	katana	0
223.JP	-	鍋	0
223.EN	-	pot	0
222.JP	-	動物の骨	0
222.EN	-	animal bone	0
221.JP	-	藁	0
221.EN	-	straw	0
220.JP	-	魚の死骸	0
